ISBN-13,Google Books ID,Reading List ID,Title,Subtitle,Authors,Page Count,Publication Date,Publisher,Description,Subjects,Language Code,Started Reading,Paused,Finished Reading,Did Not Finish,Current Page,Current Percentage,Rating,Notes,Lists
9780231553353,HzQGEAAAQBAJ,,Bernoulli's Fallacy,Statistical Illogic and the Crisis of Modern Science,"Clayton, Aubrey",347,,Columbia University Press,"There is a logical flaw in the statistical methods used across experimental science. This fault is not a minor academic quibble: it underlies a reproducibility crisis now threatening entire disciplines. In an increasingly statistics-reliant society, this same deeply rooted error shapes decisions in medicine, law, and public policy with profound consequences. The foundation of the problem is a misunderstanding of probability and its role in making inferences from observations.

Aubrey Clayton traces the history of how statistics went astray, beginning with the groundbreaking work of the seventeenth-century mathematician Jacob Bernoulli and winding through gambling, astronomy, and genetics. Clayton recounts the feuds among rival schools of statistics, exploring the surprisingly human problems that gave rise to the discipline and the all-too-human shortcomings that derailed it. He highlights how influential nineteenth- and twentieth-century figures developed a statistical methodology they claimed was purely objective in order to silence critics of their political agendas, including eugenics.

Clayton provides a clear account of the mathematics and logic of probability, conveying complex concepts accessibly for readers interested in the statistical methods that frame our understanding of the world. He contends that we need to take a Bayesian approach—that is, to incorporate prior knowledge when reasoning with incomplete information—in order to resolve the crisis. Ranging across math, philosophy, and culture, Bernoulli’s Fallacy explains why something has gone wrong with how we use data—and how to fix it.",Bayesian Analysis; History & Philosophy; Mathematics; Philosophy & Social Aspects; Probability & Statistics; Science,en,2023-12-27,,2024-01-02,,,,,,
9781250826978,jBGhEAAAQBAJ,,System Collapse,,"Wells, Martha",256,,Tor Publishing Group,"A New York Times Bestseller.
A Washington Post Bestseller.
A USA Today Bestseller.

Everyone's favorite lethal SecUnit is back in the next installment in Martha Wells's bestselling and award-winning Murderbot Diaries series.

Am I making it worse? I think I'm making it worse.

Following the events in Network Effect, the Barish-Estranza corporation has sent rescue ships to a newly-colonized planet in peril, as well as additional SecUnits. But if there’s an ethical corporation out there, Murderbot has yet to find it, and if Barish-Estranza can’t have the planet, they’re sure as hell not leaving without something. If that something just happens to be an entire colony of humans, well, a free workforce is a decent runner-up prize.

But there’s something wrong with Murderbot; it isn’t running within normal operational parameters. ART’s crew and the humans from Preservation are doing everything they can to protect the colonists, but with Barish-Estranza’s SecUnit-heavy persuasion teams, they’re going to have to hope Murderbot figures out what’s wrong with itself, and fast!

Yeah, this plan is... not going to work.

The Murderbot Diaries
All Systems Red
Artificial Condition
Rogue Protocol
Exit Strategy
Network Effect
Fugitive Telemetry
System Collapse",Action & Adventure; Crime & Mystery; Fiction; Science Fiction,en,2024-01-05,,2024-01-06,,,,,,
9780316705882,OnRBEAAAQBAJ,,Eyes of the Void,,"Tchaikovsky, Adrian",608,,Orbit,"The Arthur C. Clarke award-winning author of Children of Time brings us the second novel in an extraordinary space opera trilogy about humanity on the brink of extinction, and how one man's discovery will save or destroy us all.

After eighty years of fragile peace, the Architects are back, wreaking havoc as they consume entire planets. In the past, Originator artefacts – vestiges of a long-vanished civilization – could save a world from annihilation. This time, the Architects have discovered a way to circumvent these protective relics. Suddenly, no planet is safe.

Facing impending extinction, the Human Colonies are in turmoil. While some believe a unified front is the only way to stop the Architects, others insist humanity should fight alone. And there are those who would seek to benefit from the fractured politics of war – even as the Architects loom ever closer.

Idris, who has spent decades running from the horrors of his past, finds himself thrust back onto the battlefront. As an Intermediary, he could be one of the few to turn the tide of war. With a handful of allies, he searches for a weapon that could push back the Architects and save the galaxy. But to do so, he must return to the nightmarish unspace, where his mind was broken and remade.

What Idris discovers there will change everything.",Crime & Mystery; Fiction; Science Fiction; Space Exploration; Space Opera,en,2023-11-26,,2024-01-24,,,,,,
9780547719283,SZ2UAwAAQBAJ,,The Arsenal of Democracy,"FDR, Detroit, and an Epic Quest to Arm an America at War","Baime, Albert J.",364,,Houghton Mifflin Harcourt,"A New York Times Bestseller

A dramatic, intimate narrative of how Ford Motor Company went from making automobiles to producing the airplanes that would mean the difference between winning and losing World War II. In 1941, as Hitler's threat loomed ever larger, President Roosevelt realized he needed weaponry to fight the Nazis--most important, airplanes--and he needed them fast. So he turned to Detroit and the auto industry for help.

The Arsenal of Democracy tells the incredible story of how Detroit answered the call, centering on Henry Ford and his tortured son Edsel, who, when asked if they could deliver 50,000 airplanes, made an outrageous claim: Ford Motor Company would erect a plant that could yield a ""bomber an hour."" Critics scoffed: Ford didn't make planes; they made simple, affordable cars. But bucking his father's resistance, Edsel charged ahead. Ford would apply assembly-line production to the American military's largest, fastest, most destructive bomber; they would build a plant vast in size and ambition on a plot of farmland and call it Willow Run; they would bring in tens of thousands of workers from across the country, transforming Detroit, almost overnight, from Motor City to the ""great arsenal of democracy."" And eventually they would help the Allies win the war.

Drawing on exhaustive research from the Ford Archives, the National Archives, and the FDR Library, A. J. Baime has crafted an enthralling, character-driven narrative of American innovation that has never been fully told, leaving readers with a vivid new portrait of America--and Detroit--during the war.","20th Century; Air; Americas (North, Central, South, West Indies); Automobile Industry; Biography & Autobiography; Business; Business & Economics; History; Industries; Midwest (IA, IL, IN, KS, MI, MN, MO, ND, NE, OH, SD, WI); Military; Military Policy; Political Science; Public Policy; State & Local; United States; Vehicles; Wars & Conflicts; World War II",en,2024-01-21,,2024-01-27,,,,,,
9780307948786,bfwlDwAAQBAJ,,Hero of the Empire,"The Boer War, a Daring Escape, and the Making of Winston Churchill","Millard, Candice",416,,Knopf Doubleday Publishing Group,"From the bestselling author of Destiny of the Republic, this thrilling biographical account of the life and legacy of Wintson Churchill is a ""nail-biter and top-notch character study rolled into one"" (The New York Times).

At the age of twenty-four, Winston Churchill was utterly convinced it was his destiny to become prime minister of England. He arrived in South Africa in 1899, valet and crates of vintage wine in tow, to cover the brutal colonial war the British were fighting with Boer rebels and jumpstart his political career. But just two weeks later, Churchill was taken prisoner.  Remarkably, he pulled off a daring escape—traversing hundreds of miles of enemy territory, alone, with nothing but a crumpled wad of cash, four slabs of chocolate, and his wits to guide him.

Bestselling author Candice Millard spins an epic story of bravery, savagery, and chance encounters with a cast of historical characters—including Rudyard Kipling, Lord Kitchener, and Mohandas Gandhi—with whom Churchill would later share the world stage. But Hero of the Empire is more than an extraordinary adventure story, for the lessons Churchill took from the Boer War would profoundly affect twentieth century history.

Look for Candice Millard’s latest book, River of the Gods.",Africa; Biography & Autobiography; Europe; Great Britain; History; Political; Republic of South Africa; South,en,2024-02-06,,2024-02-08,,,,,,
9780593236598,HYqeEAAAQBAJ,,Outlive,The Science and Art of Longevity,"MD, Peter Attia\,",496,,Harmony/Rodale,"#1 NEW YORK TIMES BESTSELLER • OVER ONE MILLION COPIES SOLD • A groundbreaking manifesto on living better and longer that challenges the conventional medical thinking on aging and reveals a new approach to preventing chronic disease and extending long-term health, from a visionary physician and leading longevity expert

“One of the most important books you’ll ever read.”—Steven D. Levitt, New York Times bestselling author of Freakonomics

AN ECONOMIST AND BLOOMBERG BEST BOOK OF THE YEAR

Wouldn’t you like to live longer? And better? In this operating manual for longevity, Dr. Peter Attia draws on the latest science to deliver innovative nutritional interventions, techniques for optimizing exercise and sleep, and tools for addressing emotional and mental health.

For all its successes, mainstream medicine has failed to make much progress against the diseases of aging that kill most people: heart disease, cancer, Alzheimer’s disease, and type 2 diabetes. Too often, it intervenes with treatments too late to help, prolonging lifespan at the expense of healthspan, or quality of life. Dr. Attia believes we must replace this outdated framework with a personalized, proactive strategy for longevity, one where we take action now, rather than waiting.

This is not “biohacking,” it’s science: a well-founded strategic and tactical approach to extending lifespan while also improving our physical, cognitive, and emotional health. Dr. Attia’s aim is less to tell you what to do and more to help you learn how to think about long-term health, in order to create the best plan for you as an individual. In Outlive, readers will discover:

• Why the cholesterol test at your annual physical doesn’t tell you enough about your actual risk of dying from a heart attack.
• That you may already suffer from an extremely common yet underdiagnosed liver condition that could be a precursor to the chronic diseases of aging.
• Why exercise is the most potent pro-longevity “drug”—and how to begin training for the “Centenarian Decathlon.”
• Why you should forget about diets, and focus instead on nutritional biochemistry, using technology and data to personalize your eating pattern.
• Why striving for physical health and longevity, but ignoring emotional health, could be the ultimate curse of all.

Aging and longevity are far more malleable than we think; our fate is not set in stone. With the right roadmap, you can plot a different path for your life, one that lets you outlive your genes to make each decade better than the one before.",Aging; Health & Fitness; Human Anatomy & Physiology; Life Sciences; Longevity; Science; Self-Help,en,2024-02-09,,2024-02-16,,,,,,
9781649332837,JPVq0AEACAAJ,,Heart of the Matter,What 100 Years of Living Have Taught Me,"Nelson, Russell Marion",,,Deseret Book Company,"""Russell M. Nelson, President of The Church of Jesus Christ of Latter-day Saints, details lessons he's learned in his 100 years of living""--",Christianity; Church of Jesus Christ of Latter-day Saints (Mormon); Religion,en,2024-02-16,,2024-02-17,,,,,,
9780525555247,QSWlEAAAQBAJ,,The Anthropocene Reviewed,Essays on a Human-Centered Planet,"Green, John",336,,Penguin Publishing Group,"“Masterful. The Anthropocene Reviewed is a beautiful, timely book about the human condition—and a timeless reminder to pay attention to your attention.” —Adam Grant, #1 bestselling author of Think Again and host of the podcast Re:Thinking

The instant #1 bestseller from John Green, author of The Fault in Our Stars and Turtles All the Way Down, is now available in paperback with two brand-new essays!

“Gloriously personal and life-affirming. The perfect book for right now.” —People
“Essential to the human conversation.” —Library Journal, starred review

The Anthropocene is the current geologic age, in which humans have profoundly reshaped the planet and its biodiversity. In this remarkable symphony of essays, bestselling author John Green reviews different facets of the human-centered planet on a five-star scale—from the QWERTY keyboard and sunsets to Canada geese and Penguins of Madagascar. Funny, complex, and rich with detail, the  reviews chart the contradictions of contemporary humanity.

John Green’s gift for storytelling shines throughout this masterful collection. The Anthropocene Reviewed is an open-hearted exploration of the paths we forge and an unironic celebration of falling in love with the world.",Biography & Autobiography; Essays; Literary Collections; Personal Memoirs; Social Science,en,2024-02-17,,2024-02-18,,,,,,
9781471267666,NeXhoAEACAAJ,,David and Goliath,"Underdogs, Misfits and the Art of Battling Giants","Gladwell, Malcolm",310,,WF Howes Limited,"Why do underdogs succeed so much more than we expect? How do the weak outsmart the strong? In 'David and Goliath' Malcolm Gladwell takes us on a scintillating and surprising journey through the hidden dynamics that shape the balance of power between the small and the mighty. From the conflicts in Northern Ireland and Vietnam, through the tactics of civil rights leaders and the problem of privilege, Gladwell demonstrates how we misunderstand the true meaning of advantage and disadvantage.",,en,2024-02-19,,2024-02-19,,,,,,
9781761266669,mY-tEAAAQBAJ,,Lords of Uncreation: The Final Architecture Book 3,,"Tchaikovsky, Adrian",624,,Pan Macmillan UK,"From Adrian Tchaikovsky, author of Children of Time and winner of the Arthur C. Clarke Award, Lords of Uncreation is the final high-octane instalment in the Final Architecture space opera trilogy.

He's found a way to end their war, but will humanity survive to see it?

Idris Telemmier has uncovered a secret that changes everything – the Architects’ greatest weakness. A shadowy Cartel scrambles to turn his discovery into a weapon against these alien destroyers of worlds. But between them and victory stands self-interest. The galaxy’s great powers would rather pursue their own agendas than stand together against this shared terror.

Human and inhuman interests wrestle to control Idris’ discovery, as the galaxy erupts into a mutually destructive and self-defeating war. The other great obstacle to striking against their alien threat is Idris himself. He knows that the Architects, despite their power, are merely tools of a higher intelligence.

Deep within unspace, where time moves differently, and reality isn’t quite what it seems, their masters are the true threat. Masters who are just becoming aware of humanity’s daring – and taking steps to exterminate this annoyance forever.

Praise for Adrian Tchaikovsky:

‘One of the most interesting and accomplished writers in speculative fiction’ – Christopher Paolini

‘[Adrian] writes incredibly enjoyable sci-fi, full of life and ideas’ – Patrick Ness, author of The Knife of Never Letting Go

‘Brilliant science fiction’ – James McAvoy on Children of Time

‘Full of sparkling, speculative invention’ – Stephen Baxter, author of the Xeelee Sequence on The Doors of Eden",Alien Contact; Fiction; Genetic Engineering; Science Fiction; Space Exploration; Space Opera,en,2024-01-31,,2024-02-20,,,,,,
9780062499981,HCextwEACAAJ,,Endure,"Mind, Body, and the Curiously Elastic Limits of Human Performance","Hutchinson, Alex",320,,HarperCollins,"NEW YORK TIMES BESTSELLER • ""Reveals how we can all surpass our perceived physical limits."" —Adam Grant

Limits are an illusion: a revolutionary book that reveals the secrets of accessing your hidden extra potential

Foreword by Malcolm Gladwell

The capacity to endure is the key trait that underlies great performance in virtually every field—from a 100-meter sprint to a 100-mile ultramarathon, from summiting Everest to acing final exams or completing any difficult project. But what if we all can go farther, push harder, and achieve more than we think we’re capable of?

Blending cutting-edge science and gripping storytelling in the spirit of Malcolm Gladwell—who contributes the book’s foreword—award-winning journalist Alex Hutchinson reveals that a wave of paradigm-altering research over the past decade suggests the seemingly physical barriers you encounter as set as much by your brain as by your body. This means the mind is the new frontier of endurance—and that the horizons of performance are much more elastic than we once thought.

But, of course, it’s not “all in your head.” For each of the physical limits that Hutchinson explores—pain, muscle, oxygen, heat, thirst, fuel—he carefully disentangles the delicate interplay of mind and body by telling the riveting stories of men and women who’ve pushed their own limits in extraordinary ways.

The longtime “Sweat Science” columnist for Outside and Runner’s World, Hutchinson, a former national-team long-distance runner and Cambridge-trained physicist, was one of only two reporters granted access to Nike’s top-secret training project to break the two-hour marathon barrier, an extreme quest he traces throughout the book. But the lessons he draws from shadowing elite athletes and from traveling to high-tech labs around the world are surprisingly universal. Endurance, Hutchinson writes, is “the struggle to continue against a mounting desire to stop”—and we’re always capable of pushing a little farther.",Exercise; Health & Fitness; Running & Jogging; Sports & Recreation; Sports Psychology,en,2024-02-26,,2024-03-03,,,,,,
9780593138762,8miTEAAAQBAJ,,The Comfort Crisis,"Embrace Discomfort To Reclaim Your Wild, Happy, Healthy Self","Easter, Michael",320,,Harmony/Rodale,"Discover the evolutionary mind and body benefits of living at the edges of your comfort zone and reconnecting with the wild—from the New York Times bestselling author of Scarcity Brain.

“If you’ve been looking for something different to level up your health, fitness, and personal growth, this is it.”—Melissa Urban, Whole30 CEO and author of The Book of Boundaries

“Michael Easter’s genius is that he puts data around the edges of what we intuitively believe. His work has inspired many to change their lives for the better.”—Dr. Peter Attia, author of Outlive

In many ways, we’re more comfortable than ever before. But could our sheltered, temperature-controlled, overfed, underchallenged lives actually be the leading cause of many our most urgent physical and mental health issues? In this gripping investigation, award-winning journalist Michael Easter seeks out off-the-grid visionaries, disruptive genius researchers, and mind-body conditioning trailblazers who are unlocking the life-enhancing secrets of a counterintuitive solution: discomfort.

Easter’s journey to understand our evolutionary need to be challenged takes him to meet the NBA’s top exercise scientist, who uses an ancient Japanese practice to build championship athletes; to the mystical country of Bhutan, where an Oxford economist and Buddhist leader are showing the world what death can teach us about happiness; to the outdoor lab of a young neuroscientist who’s found that nature tests our physical and mental endurance in ways that expand creativity while taming burnout and anxiety; to the remote Alaskan backcountry on a demanding thirty-three-day hunting expedition to experience the rewilding secrets of one of the last rugged places on Earth; and more.

Along the way, Easter uncovers a blueprint for leveraging the power of discomfort that will dramatically improve our health and happiness, and perhaps even help us understand what it means to be human. The Comfort Crisis is a bold call to break out of your comfort zone and explore the wild within yourself.",Adventure; Health & Fitness; Healthy Living & Personal Hygiene; Motivational & Inspirational; Self-Help; Special Interest; Travel,en,2024-03-03,,2024-03-11,,,,,,
9780385348737,emhaEAAAQBAJ,,The Splendid and the Vile,"A Saga of Churchill, Family, and Defiance During the Blitz","Larson, Erik",624,,Crown,"#1 NEW YORK TIMES BESTSELLER • The author of The Devil in the White City and Dead Wake delivers an intimate chronicle of Winston Churchill and London during the Blitz—an inspiring portrait of courage and leadership in a time of unprecedented crisis

“One of [Erik Larson’s] best books yet . . . perfectly timed for the moment.”—Time • “A bravura performance by one of America’s greatest storytellers.”—NPR 

NAMED ONE OF THE BEST BOOKS OF THE YEAR BY The New York Times Book Review • Time • Vogue • NPR • The Washington Post • Chicago Tribune • The Globe & Mail • Fortune • Bloomberg • New York Post • The New York Public Library • Kirkus Reviews • LibraryReads • PopMatters

On Winston Churchill’s first day as prime minister, Adolf Hitler invaded Holland and Belgium. Poland and Czechoslovakia had already fallen, and the Dunkirk evacuation was just two weeks away. For the next twelve months, Hitler would wage a relentless bombing campaign, killing 45,000 Britons. It was up to Churchill to hold his country together and persuade President Franklin Roosevelt that Britain was a worthy ally—and willing to fight to the end.

In The Splendid and the Vile, Erik Larson shows, in cinematic detail, how Churchill taught the British people “the art of being fearless.” It is a story of political brinkmanship, but it’s also an intimate domestic drama, set against the backdrop of Churchill’s prime-ministerial country home, Chequers; his wartime retreat, Ditchley, where he and his entourage go when the moon is brightest and the bombing threat is highest; and of course 10 Downing Street in London. Drawing on diaries, original archival documents, and once-secret intelligence reports—some released only recently—Larson provides a new lens on London’s darkest year through the day-to-day experience of Churchill and his family: his wife, Clementine; their youngest daughter, Mary, who chafes against her parents’ wartime protectiveness; their son, Randolph, and his beautiful, unhappy wife, Pamela; Pamela’s illicit lover, a dashing American emissary; and the advisers in Churchill’s “Secret Circle,” to whom he turns in the hardest moments.

The Splendid and the Vile takes readers out of today’s political dysfunction and back to a time of true leadership, when, in the face of unrelenting horror, Churchill’s eloquence, courage, and perseverance bound a country, and a family, together.",20th Century; Biography & Autobiography; Europe; Great Britain; History; Presidents & Heads of State; Wars & Conflicts; World War II,en,2024-03-11,,2024-03-26,,,,,,
9780553900934,ooi85kj20vkC,,Foundation's Edge,,"Asimov, Isaac",416,,Random House Worlds,"The fourth novel in Isaac Asimov’s classic science-fiction masterpiece, the Foundation series

THE EPIC SAGA THAT INSPIRED THE APPLE TV+ SERIES FOUNDATION

At last, the costly and bitter war between the two Foundations has come to an end. The scientists of the First Foundation have proved victorious, and now they return to Hari Seldon’s long established plan to build a new Empire on the ruins of the old. But rumors persist that the Second Foundation is not destroyed after all—and that its still-defiant survivors are preparing their revenge. Now two exiled citizens of the Foundation—a renegade Councilman and a doddering historian—set out in search of the mythical planet Earth . . . and proof that the Second Foundation still exists.

Meanwhile someone—or something—outside of both Foundations seems to be orchestrating events to suit its own ominous purpose. Soon representatives of both the First and Second Foundations will find themselves racing toward a mysterious world called Gaia and a final, shocking destiny at the very end of the universe.",Classics; Fiction; Hard Science Fiction; Science Fiction; Space Opera,en,2024-03-01,,2024-04-04,,,,,,
9781501124020,okk1DwAAQBAJ,,Principles,Life and Work,"Dalio, Ray",567,,Simon and Schuster,"#1 NEW YORK TIMES BESTSELLER * 5 MILLION COPIES SOLD

“Significant...The book is both instructive and surprisingly moving.” —The New York Times

Ray Dalio, one of the world’s most successful investors and entrepreneurs, shares the unconventional principles that he’s developed, refined, and used over the past forty years to create unique results in both life and business—and which any person or organization can adopt to help achieve their goals.

In 1975, Ray Dalio founded an investment firm, Bridgewater Associates, out of his two-bedroom apartment in New York City. Forty years later, Bridgewater has made more money for its clients than any other hedge fund in history and grown into the fifth most important private company in the United States, according to Fortune magazine. Dalio himself has been named to Time magazine’s list of the 100 most influential people in the world. Along the way, Dalio discovered a set of unique principles that have led to Bridgewater’s exceptionally effective culture, which he describes as “an idea meritocracy that strives to achieve meaningful work and meaningful relationships through radical transparency.” It is these principles, and not anything special about Dalio—who grew up an ordinary kid in a middle-class Long Island neighborhood—that he believes are the reason behind his success.

In Principles, Dalio shares what he’s learned over the course of his remarkable career. He argues that life, management, economics, and investing can all be systemized into rules and understood like machines. The book’s hundreds of practical lessons, which are built around his cornerstones of “radical truth” and “radical transparency,” include Dalio laying out the most effective ways for individuals and organizations to make decisions, approach challenges, and build strong teams. He also describes the innovative tools the firm uses to bring an idea meritocracy to life, such as creating “baseball cards” for all employees that distill their strengths and weaknesses, and employing computerized decision-making systems to make believability-weighted decisions. While the book brims with novel ideas for organizations and institutions, Principles also offers a clear, straightforward approach to decision-making that Dalio believes anyone can apply, no matter what they’re seeking to achieve.

Here, from a man who has been called both “the Steve Jobs of investing” and “the philosopher king of the financial universe” (CIO magazine), is a rare opportunity to gain proven advice unlike anything you’ll find in the conventional business press.",Business & Economics; Decision-Making & Problem Solving; Education; Ethics & Moral Philosophy; Investing; Leadership; Management; Organizational Development; Personal Finance; Personal Success; Philosophy,en,2024-03-30,,2024-04-28,,,,,,
9780765327826,nkklmAEACAAJ,,I Am Not A Serial Killer,,"Wells, Dan",272,,Tor Publishing Group,"John Wayne Cleaver is dangerous, and he knows it.

He's spent his life doing his best not to live up to his potential.

He's obsessed with serial killers, but really doesn't want to become one. So for his own sake, and the safety of those around him, he lives by rigid rules he's written for himself, practicing normal life as if it were a private religion that could save him from damnation.

Dead bodies are normal to John. He likes them, actually. They don't demand or expect the empathy he's unable to offer. Perhaps that's what gives him the objectivity to recognize that there's something different about the body the police have just found behind the Wash-n-Dry Laundromat---and to appreciate what that difference means.

Now, for the first time, John has to confront a danger outside himself, a threat he can't control, a menace to everything and everyone he would love, if only he could.

Dan Wells's debut novel, I Am Not a Serial Killer, is the first volume of a trilogy that will keep you awake and then haunt your dreams.",Dark Fantasy; Fantasy; Fiction; Psychological; Supernatural; Suspense; Thrillers,en,2024-04-28,,2024-05-03,,,,,,
9781250754738,BPeczAEACAAJ,,The Eye of the World,Book One of The Wheel of Time,"Jordan, Robert",784,,Tor Publishing Group,"The Wheel of Time is now an original series on Prime Video, starring Rosamund Pike as Moiraine!

A special hardcover edition of The Eye of the World, the first novel in Robert Jordan's #1 New York Times bestselling epic fantasy series, celebrating the 30th anniversary of The Wheel of Time®!

The perfect gift for avid fans and new readers alike, this edition features redesigned jacket art, a new introduction from Brandon Sanderson, four-color world map endpapers, a hardcover stamp of the iconic snake-wheel, and a ribbon bookmark.

The Wheel of Time turns and Ages come and pass, leaving memories that become legend. Legend fades to myth, and even myth is long forgotten when the Age that gave it birth returns again. What was, what will be, and what is, may yet fall under the Shadow.

When a vicious band of half-men, half beasts invade the Two Rivers seeking their master’s enemy, Moiraine persuades Rand al’Thor and his friends to leave their home and enter a larger unimaginable world filled with dangers waiting in the shadows and in the light.

Since its debut in 1990, The Wheel of Time® has captivated millions of readers around the globe with its scope, originality, and compelling characters. The last six books in series were all instant #1 New York Times bestsellers, and The Eye of the World was named one of America's best-loved novels by PBS's The Great American Read.

The Wheel of Time®
New Spring: The Novel
#1 The Eye of the World
#2 The Great Hunt
#3 The Dragon Reborn
#4 The Shadow Rising
#5 The Fires of Heaven
#6 Lord of Chaos
#7 A Crown of Swords
#8 The Path of Daggers
#9 Winter's Heart
#10 Crossroads of Twilight
#11 Knife of Dreams

By Robert Jordan and Brandon Sanderson
#12 The Gathering Storm
#13 Towers of Midnight
#14 A Memory of Light

By Robert Jordan and Teresa Patterson
The World of Robert Jordan's The Wheel of Time

By Robert Jordan, Harriet McDougal, Alan Romanczuk, and Maria Simons
The Wheel of Time Companion

By Robert Jordan and Amy Romanczuk
Patterns of the Wheel: Coloring Art Based on Robert Jordan's The Wheel of Time",Action & Adventure; Epic; Fantasy; Fiction,en,2024-05-04,,2024-05-14,,,,,,
9781970125009,c33ZxgEACAAJ,,The Little Book of the Icelanders,50 Miniature Essays on the Quirks and Foibes of the Icelandic People,"Sigmundsdóttir, Alda",125,,Little Books Publishing,"""After more than 20 years away, Alda Sigmundsdottir returned to her native Iceland as a foreigner. With a native person's insight yet an outsider's perspective, Alda quickly set about dissecting the national psyche of the Icelanders. Among the fascinating subjects broached in The Little Book of the Icelanders: The appalling driving habits of the Icelanders' naming conventions and custom, the Icelanders' profound fear of commitment, the irreverence of the Icelanders, why Icelandic women are really men, how the Icelanders manage to make social interactions really complicated, the importance of the family in Icelandic society, where to go to meet the real Icelanders (and possibly score some free financial advice), rituals associated with weddings, confirmations, graduations, and deaths ... and many, many more. One chapter leads to the next, creating a continuous chain of storytelling. It feels as if you're sitting in the author's kitchen, enjoying a cup of coffee and conversing with her about the quirks of her countrymen, every now and then bursting out laughing ..."" ... amazon.com",,en,2024-05-14,,2024-05-14,,,,,,
9781250796844,IK9uEAAAQBAJ,,The Wandering Earth,,"Liu, Cixin",464,,Tor Publishing Group,"From New York Times bestselling author Cixin Liu, The Wandering Earth is a science fiction short story collection featuring the title tale--the basis for the blockbuster international film, now streaming on Netflix.

These ten stories, including five Chinese Galaxy Award-winners, are a blazingly original ode to planet Earth, its pasts, and its futures. Liu's fiction takes the reader to the edge of the universe and the end of time, to meet stranger fates than we could have ever imagined.

With a melancholic and keen understanding of human nature, Liu's stories show humanity's attempts to reason, navigate, and above all, survive in a desolate cosmos.",21st Century; China; Collections & Anthologies; Fiction; Hard Science Fiction; Science Fiction; World Literature,en,2024-05-14,,2024-05-18,,,,,,
9780553900941,QoI6QptJvrYC,,Foundation and Earth,,"Asimov, Isaac",448,,Random House Worlds,"The fifth novel in Isaac Asimov’s classic science-fiction masterpiece, the Foundation series

THE EPIC SAGA THAT INSPIRED THE APPLE TV+ SERIES FOUNDATION

Golan Trevize, former Councilman of the First Foundation, has chosen the future, and it is Gaia. A superorganism, Gaia is a holistic planet with a common consciousness so intensely united that every dewdrop, every pebble, every being, can speak for all—and feel for all. It is a realm in which privacy is not only undesirable, it is incomprehensible.

But is it the right choice for the destiny of mankind? While Trevize feels it is, that is not enough. He must know.

Trevize believes the answer lies at the site of humanity’s roots: fabled Earth . . . if it still exists. For no one is sure where the planet of Gaia’s first settlers is to be found in the immense wilderness of the Galaxy. Nor can anyone explain why no record of Earth has been preserved, no mention of it made anywhere in Gaia’s vast world-memory. It is an enigma Trevize is determined to resolve, and a quest he is determined to undertake, at any cost.",Classics; Fiction; Hard Science Fiction; Science Fiction; Space Opera,en,2024-04-08,,2024-05-22,,,,,,
9780312851408,_j28FeDwu-YC,,The Great Hunt,Book Two of 'The Wheel of Time',"Jordan, Robert",600,,Macmillan,"The Wheel of Time is now an original series on Prime Video, starring Rosamund Pike as Moiraine!

In The Great Hunt, the second novel in Robert Jordan’s #1 New York Times bestselling epic fantasy series, The Wheel of Time®, Rand al’Thor and his companions set out to retrieve a powerful artifact from The Dark One’s Shadowspawn.

For centuries, gleemen have told the tales of The Great Hunt of the Horn. So many tales about each of the Hunters, and so many Hunters to tell of...

Now the Horn itself is found: the Horn of Valere long thought only legend, the Horn which will raise the dead heroes of the ages.

And it is stolen.

In pursuit of the thieves, Rand al’Thor is determined to keep the Horn out of the grasp of The Dark One. But he has also learned that he is The Dragon Reborn—the Champion of Light destined to stand against the Shadow time and again. It is a duty and a destiny that requires Rand to uncover and master extraordinary capabilities he never imagined he possessed.

Since its debut in 1990, The Wheel of Time® has captivated millions of readers around the globe with its scope, originality, and compelling characters. The last six books in series were all instant #1 New York Times bestsellers, and The Eye of the World was named one of America's best-loved novels by PBS's The Great American Read.

The Wheel of Time®
New Spring: The Novel
#1 The Eye of the World
#2 The Great Hunt
#3 The Dragon Reborn
#4 The Shadow Rising
#5 The Fires of Heaven
#6 Lord of Chaos
#7 A Crown of Swords
#8 The Path of Daggers
#9 Winter's Heart
#10 Crossroads of Twilight
#11 Knife of Dreams

By Robert Jordan and Brandon Sanderson
#12 The Gathering Storm
#13 Towers of Midnight
#14 A Memory of Light

By Robert Jordan and Teresa Patterson
The World of Robert Jordan's The Wheel of Time

By Robert Jordan, Harriet McDougal, Alan Romanczuk, and Maria Simons
The Wheel of Time Companion

By Robert Jordan and Amy Romanczuk
Patterns of the Wheel: Coloring Art Based on Robert Jordan's The Wheel of Time",Action & Adventure; Epic; Fantasy; Fiction; Literary,en,2024-05-18,,2024-05-27,,,,,,
